"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
5.595426052E0,-1.205247307E1,7.317493916E0,-1.727235317E0
5.615378084E0,-4.431460381E0,2.089899063E0,-1.255340576E-1
5.635330740E0,1.792710066E0,-4.196487427E0,1.656253815E0
5.655284229E0,6.141301155E0,-7.818701267E0,-8.273508549E-1
5.675238761E0,8.172773361E0,-1.002769089E1,-3.737292767E0
5.695194438E0,6.144423962E0,-1.202492714E1,-5.564824104E0
5.715151313E0,8.965635300E-1,-1.235531425E1,-5.323872566E0
5.735109438E0,1.781094551E0,-1.277193356E1,-7.749581337E0
5.755068813E0,5.243997097E0,-1.304161453E1,-1.141726494E1
5.775029386E0,8.558982849E0,-1.281925011E1,-1.428476143E1
5.794991000E0,9.357917786E0,-1.299530220E1,-1.426788712E1
5.814961886E0,7.917194366E0,-1.324319077E1,-1.115154648E1
5.834934386E0,3.841976643E0,-1.261627483E1,-7.298694611E0
5.854893136E0,-1.605603218E0,-1.164860630E1,-5.369034767E0
5.874851886E0,-6.680737972E0,-1.028394699E1,-1.649251223E0
5.894810636E0,-5.364842415E0,-2.988297701E0,8.461148262E0
5.914769386E0,-2.242112541E1,1.364868927E1,3.126879120E1
5.934728136E0,-5.198410797E1,2.406025887E1,4.495143127E1
5.954686886E0,-3.211704254E1,2.090176773E1,2.082073975E1
5.974645636E0,-7.561014652E0,9.849086761E0,5.033666134E0
5.994604386E0,3.994640827E0,2.649157047E0,2.063613415E0
6.014563136E0,8.874032974E0,-9.644165039E-1,-2.554758072E0
6.034521782E0,1.248668766E1,-3.083985806E0,-8.568973541E0
6.054480427E0,1.315780067E1,-5.230246067E0,-9.663989067E0
6.074444542E0,1.119242096E1,-5.935328484E0,-6.721062660E0
6.094393084E0,8.320237160E0,-4.826856613E0,-3.646766186E0
6.114342198E0,9.533841133E0,-3.443017006E0,-4.666872025E0
6.134292198E0,1.131807423E1,-3.117681503E0,-6.673376083E0
6.154243396E0,1.162589264E1,-2.844765902E0,-5.981171608E0
6.174196052E0,1.206844807E1,-3.232742310E0,-3.906547070E0
6.194150375E0,1.223133469E1,-4.165129662E0,-1.000966787E0
6.214106469E0,1.267708111E1,-4.436166286E0,1.023677826E0
6.234064334E0,1.279448318E1,-4.025358200E0,3.614142895E0
6.254023969E0,1.152582169E1,-1.181538582E0,7.695253372E0
6.273985271E0,3.964200974E0,5.873642445E0,1.361190605E1
6.293948084E0,-1.124985504E1,1.750168228E1,2.799747467E1
6.313924282E0,-3.681778717E1,1.927804184E1,4.252454758E1
6.333902927E0,-3.171267700E1,1.308381844E1,1.727338791E1
6.353861677E0,-1.729205704E1,6.731239319E0,-4.311853409E0
6.373820427E0,-4.974355221E0,-5.663170815E-1,-2.542507648E0
6.393779177E0,4.122616291E0,-8.046005249E0,-4.017448425E-2
6.413737927E0,7.978713512E0,-1.123938942E1,-1.540127277E0
6.433696677E0,7.948476315E0,-1.401984310E1,-6.840263367E0
6.453655427E0,4.628268242E0,-1.628021812E1,-9.868556976E0
6.473614177E0,4.423847198E-1,-1.626985931E1,-9.408811569E0
6.493572823E0,2.138452530E0,-1.489428139E1,-1.164538765E1
6.513531469E0,6.407123089E0,-1.418635082E1,-1.600394821E1
6.533490115E0,9.773769379E0,-1.397625065E1,-1.650127792E1
6.553448761E0,9.647415161E0,-1.365375710E1,-1.169155407E1
6.573414594E0,5.999109268E0,-1.349978352E1,-5.865440369E0
6.593360167E0,-8.714909554E-1,-1.192463112E1,-2.780168056E0
6.613306469E0,-6.788471222E0,-1.014259338E1,-1.389975667E0
6.633253969E0,-4.697427750E0,-3.647505760E0,3.465097189E0
6.653203084E0,-1.775964165E1,1.092602539E1,2.611505318E1
6.673154125E0,-5.121979141E1,2.304817200E1,4.560760498E1
6.693107354E0,-4.069155502E1,2.387187767E1,1.596517658E1
6.713062875E0,-1.118968391E1,1.087347221E1,-3.390515089E0
6.733020688E0,7.243941784E0,1.257597923E0,3.342175961E0
6.752980740E0,1.271483040E1,-5.959444046E-1,3.263455868E0
6.772942927E0,1.324159431E1,-5.923418999E-1,-3.309221029E0
6.792907042E0,1.194879818E1,-1.434872627E0,-3.520881176E0
6.812887771E0,1.030839252E1,-2.314239025E0,-5.291697979E-1
6.832871521E0,1.116815376E1,-2.299361944E0,-2.409251690E0
6.852830271E0,1.181716537E1,-2.255988598E0,-5.242873192E0
6.872788917E0,1.111303711E1,-1.896704912E0,-5.634259224E0
6.892747563E0,9.518077850E0,-1.787485123E0,-4.406212807E0
6.912706209E0,9.787515640E0,-2.376432419E0,-1.857436657E0
6.932664854E0,1.040329838E1,-3.144829035E0,1.688446045E0
6.952623500E0,9.959800720E0,-2.736040354E0,4.585999489E0
6.972582146E0,4.878628254E0,-9.864282608E-2,5.799138069E0
6.992540792E0,-5.012487411E0,6.449128151E0,6.951215744E0
7.012499438E0,-1.066783619E1,1.339087009E1,9.654979706E0
7.032458084E0,-1.998820496E1,1.477376366E1,2.023383904E1
7.052416729E0,-2.866220474E1,1.338187313E1,1.113137817E1
7.072384594E0,-2.187763596E1,1.046784210E1,-9.206819534E-1
7.092327407E0,-7.905723095E0,1.108528137E0,-2.642488480E-1
7.112271157E0,5.254238129E0,-7.291729450E0,5.471138954E0
7.132216417E0,9.798663139E0,-9.365959167E0,4.047182560E0
7.152163657E0,7.927799702E0,-1.017918587E1,-2.693635464E0
7.172113240E0,1.994858742E0,-1.070511246E1,-5.305884838E0
7.192065427E0,-1.680776119E0,-1.017604637E1,-4.886869431E0
7.212020375E0,9.710712433E-1,-1.044005203E1,-7.695508480E0
7.231978136E0,4.077714443E0,-1.079708290E1,-9.625459671E0
7.251938604E0,5.837185860E0,-1.098873234E1,-9.954420090E0
7.271901573E0,7.511019707E0,-1.163696289E1,-9.975694656E0
7.291866782E0,8.268142700E0,-1.248323154E1,-9.489105225E0
7.311853240E0,6.773642063E0,-1.327502728E1,-6.230804920E0
7.331840115E0,3.218685150E0,-1.319304752E1,-2.020270109E0
7.351798865E0,-6.111383438E-1,-1.282779408E1,-4.127246141E-1
7.371757615E0,-2.975071907E0,-9.260088921E0,9.854793549E-2
7.391716365E0,-4.366501331E0,6.136760712E-1,6.108000755E0
7.411675115E0,-2.811579323E1,1.779196358E1,3.208103943E1
7.431633865E0,-4.471059799E1,2.638073921E1,3.597336197E1
7.451592615E0,-2.670197296E1,2.302873039E1,9.872914314E0
7.471551365E0,-7.318514347E0,1.313195801E1,-1.965216398E0
7.491510115E0,4.042572021E0,4.840358257E0,-2.242213011E0
7.511468865E0,1.063541794E1,-3.931760788E-1,-2.977760315E0
7.531427615E0,1.466536427E1,-4.388982773E0,-5.688816071E0
7.551386365E0,1.544265747E1,-6.922497272E0,-7.211456299E0
7.571355532E0,1.240420246E1,-7.132138729E0,-7.247699738E0
7.591294021E0,9.113039017E0,-6.624339104E0,-6.942506313E0
7.611233657E0,8.543435097E0,-4.996861458E0,-6.096899033E0
7.631175167E0,1.085234833E1,-5.520765305E0,-6.196573734E0
7.651119177E0,1.240749550E1,-6.646372318E0,-2.997793198E0
7.671066209E0,1.280380249E1,-6.924040794E0,1.158074141E0
7.691016573E0,9.821834564E0,-5.416824818E0,3.814501286E0
7.710970479E0,4.393975258E0,-2.044960976E0,5.513041496E0
7.730927979E0,1.343013763E0,3.246273518E0,6.871168613E0
7.750888969E0,1.617706299E0,1.028039360E1,1.051305771E1
7.770853240E0,-5.089873314E0,1.572459793E1,2.497743225E1
7.790820427E0,-2.632535934E1,1.499810123E1,2.972267532E1
7.810811782E0,-2.660689545E1,1.270688438E1,4.369016647E0
7.830809073E0,-1.826321220E1,1.055005836E1,-1.189273453E1
7.850767823E0,-8.853213310E0,3.064589500E0,-6.390831947E0
7.870726573E0,2.442310333E0,-4.629297256E0,-1.711258888E-1
7.890685323E0,9.099150658E0,-7.916030407E0,2.588062286E0
7.910644073E0,9.405105591E0,-1.024624920E1,-4.599268436E-1
7.930602823E0,5.967191219E0,-1.220789719E1,-3.349714518E0
7.950561573E0,8.852138519E-1,-1.305876541E1,-3.863110304E0
7.970520323E0,-6.639881134E-1,-1.245692635E1,-6.064130783E0
7.990479073E0,2.774496078E0,-1.161182594E1,-1.144765663E1
8.010437823E0,7.279889107E0,-1.185522652E1,-1.451209068E1
8.030396573E0,9.345187187E0,-1.258558464E1,-1.289677906E1
8.050355323E0,9.007330894E0,-1.358847618E1,-8.269179344E0
8.070326261E0,6.190226078E0,-1.375529766E1,-3.059339046E0
8.090261417E0,-1.977982521E-1,-1.222357368E1,2.274321318E-1
